time,ax,ay,az,atotal
4.437,0.11,-0.19,-0.19,0.29
4.448,-0.12,-0.37,-0.17,0.42
4.458,0.05,-0.25,-0.07,0.27
4.468,0.09,-0.05,-0.22,0.24
4.478,0.08,-0.14,-0.03,0.17
4.488,0.35,0.01,0.05,0.35
4.498,0.37,0.18,0.10,0.43
4.508,0.31,0.35,-0.28,0.54
4.518,-0.04,0.16,-0.03,0.17
4.528,-0.24,-0.19,0.01,0.30
4.538,-0.52,-0.11,0.19,0.56
4.548,-0.31,0.21,0.16,0.40
4.559,-0.29,0.53,-0.14,0.63
4.569,-0.02,-0.16,0.12,0.20
4.579,-0.00,-0.43,-0.43,0.61
4.589,0.04,-0.37,0.02,0.37
4.599,0.10,-0.05,-0.17,0.21
4.609,0.06,0.02,-0.05,0.08
4.619,0.27,-0.04,-0.00,0.27
4.629,0.36,0.27,0.09,0.46
4.639,0.31,0.18,-0.06,0.36
4.649,-0.08,0.19,-0.28,0.35
4.659,-0.23,-0.13,0.13,0.30
4.669,-0.36,-0.12,0.16,0.41
4.680,-0.36,0.08,0.25,0.45
4.690,-0.26,0.48,-0.22,0.58
4.700,-0.13,0.14,0.06,0.20
4.710,0.10,-0.44,-0.15,0.47
4.720,-0.12,-0.42,-0.27,0.51
4.730,0.16,-0.15,-0.05,0.23
4.740,0.11,0.10,0.00,0.15
4.750,0.27,0.04,-0.07,0.28
4.760,0.36,0.13,0.19,0.42
4.770,0.34,0.23,-0.26,0.48
4.780,-0.07,0.16,0.02,0.18
4.790,-0.22,-0.13,-0.07,0.26
4.800,-0.41,-0.19,0.17,0.48
4.811,-0.40,0.30,0.24,0.55
4.821,-0.32,0.35,-0.04,0.48
4.831,-0.03,0.05,-0.27,0.28
4.841,0.10,-0.46,0.06,0.47
4.851,0.01,-0.42,-0.31,0.52
4.861,0.05,-0.22,-0.06,0.23
4.871,0.14,0.07,-0.07,0.17
4.881,0.28,0.23,-0.02,0.36
4.891,0.45,-0.02,0.19,0.49
4.901,0.28,0.17,-0.45,0.56
4.912,-0.12,0.14,0.03,0.19
4.922,-0.18,-0.03,0.03,0.18
4.932,-0.41,-0.16,0.22,0.49
4.942,-0.52,0.19,0.08,0.56
4.952,-0.30,0.40,-0.13,0.52
4.962,0.02,0.06,-0.09,0.11
4.972,0.02,-0.27,-0.13,0.30
4.982,0.17,-0.55,-0.12,0.59
4.992,-0.00,-0.27,-0.14,0.31
5.002,0.21,0.06,-0.09,0.23
5.012,0.35,0.33,0.17,0.51
5.022,0.40,0.19,-0.03,0.45
5.033,0.14,0.05,-0.27,0.30
5.043,-0.11,-0.01,0.03,0.11
5.053,-0.36,0.07,-0.05,0.37
5.063,-0.41,0.08,0.37,0.56
5.073,-0.32,0.20,0.10,0.39
5.083,-0.32,0.36,-0.48,0.68
5.093,-0.07,-0.11,0.53,0.55
5.103,0.17,-0.26,-0.65,0.72
5.113,0.09,-0.64,0.11,0.65
5.123,0.13,-0.22,-0.29,0.39
5.133,0.16,0.04,0.11,0.20
5.143,0.26,0.37,0.05,0.45
5.154,0.36,0.26,-0.03,0.44
5.164,0.12,0.05,-0.18,0.22
5.174,0.03,-0.06,-0.37,0.38
5.184,-0.43,0.06,0.61,0.75
5.194,-0.46,0.28,0.19,0.57
5.204,-0.44,0.12,-0.18,0.49
5.214,-0.16,0.06,-0.30,0.34
5.224,0.13,-0.16,0.22,0.30
5.234,0.06,-0.27,-0.37,0.47
5.244,0.01,-0.34,-0.14,0.37
5.254,0.15,-0.26,0.03,0.30
5.264,0.21,-0.02,-0.15,0.26
5.274,0.47,0.27,0.14,0.56
5.285,0.39,0.36,-0.07,0.54
5.295,-0.06,0.19,-0.20,0.28
5.305,-0.19,-0.08,-0.04,0.22
5.315,-0.46,-0.05,0.21,0.51
5.325,-0.40,0.37,0.16,0.57
5.335,-0.35,0.31,0.04,0.47
5.345,-0.04,-0.09,-0.31,0.33
5.355,0.15,-0.44,-0.05,0.47
5.365,0.06,-0.28,-0.09,0.30
5.376,0.00,-0.07,-0.34,0.35
5.386,0.00,-0.28,0.28,0.39
5.396,0.19,-0.02,-0.19,0.27
5.406,0.56,0.19,0.12,0.60
5.416,0.33,0.41,-0.22,0.58
5.426,0.04,-0.00,-0.07,0.08
5.436,-0.32,-0.08,-0.16,0.37
5.446,-0.37,-0.12,0.44,0.59
5.456,-0.55,0.52,-0.04,0.76
5.466,-0.32,0.53,-0.17,0.65
5.476,0.07,-0.11,-0.01,0.13
5.486,0.01,-0.49,-0.14,0.51
5.496,0.04,-0.43,-0.17,0.47
5.506,0.10,-0.11,-0.08,0.17
5.517,0.19,-0.17,-0.06,0.26
5.527,0.29,0.10,-0.03,0.31
5.537,0.36,0.22,0.21,0.47
5.547,0.26,0.41,-0.33,0.59
5.557,-0.09,0.18,-0.03,0.21
5.567,-0.32,-0.15,0.11,0.37
5.577,-0.44,-0.14,0.19,0.50
5.587,-0.54,0.45,-0.01,0.70
5.597,-0.19,0.51,-0.11,0.56
5.607,0.20,-0.22,-0.01,0.30
5.618,-0.07,-0.52,-0.37,0.65
5.628,0.21,-0.42,-0.10,0.48
5.638,0.05,-0.05,0.01,0.07
5.648,-0.00,-0.05,-0.21,0.21
5.658,0.29,0.07,0.06,0.31
5.668,0.43,0.26,0.10,0.51
5.678,0.26,0.33,-0.28,0.51
5.688,-0.11,0.22,0.06,0.25
5.698,-0.19,-0.06,0.18,0.27
5.708,-0.18,0.33,0.16,0.41
5.718,-0.06,0.97,0.16,0.99
5.728,0.93,1.49,-0.14,1.77
5.739,0.35,0.54,0.67,0.92
5.749,-0.20,-0.61,-0.74,0.98
5.759,-0.22,-0.71,-0.21,0.78
5.769,-0.95,0.95,0.67,1.50
5.779,-1.33,1.30,0.27,1.88
5.789,-0.51,-0.34,0.06,0.61
5.799,0.19,-1.09,-0.78,1.35
5.809,-0.02,-0.66,-0.03,0.67
5.819,0.48,-0.28,0.25,0.60
5.829,0.39,-0.53,-0.03,0.66
5.839,-0.06,-0.51,-0.58,0.78
5.849,-0.15,-0.15,-0.04,0.21
5.860,-0.09,0.08,0.05,0.13
5.870,-0.07,-0.07,-0.32,0.33
5.880,0.13,-0.44,-0.14,0.48
5.890,-0.17,-0.28,-0.26,0.42
5.900,0.10,-0.31,-0.08,0.34
5.910,0.08,-0.22,-0.13,0.27
5.920,0.02,-0.09,-0.36,0.37
5.930,0.14,-0.05,0.02,0.15
5.940,0.14,0.01,-0.19,0.24
5.950,0.00,-0.01,-0.24,0.24
5.960,-0.02,-0.14,-0.07,0.16
5.970,0.01,-0.29,-0.11,0.31
5.981,0.07,-0.47,-0.13,0.49
5.990,0.01,-0.42,-0.22,0.47
6.001,-0.28,-0.29,-0.20,0.45
6.011,-0.50,0.03,0.03,0.50
6.021,-0.40,0.05,-0.13,0.42
6.031,0.30,0.40,-0.50,0.71
6.041,1.01,1.23,-0.16,1.60
6.051,1.23,1.16,-0.02,1.69
6.061,0.63,0.14,0.25,0.69
6.071,-0.15,0.32,0.32,0.48
6.081,-0.49,0.37,0.97,1.15
6.091,-1.67,-0.15,-0.57,1.77
6.102,-0.61,-0.19,-0.17,0.67
6.112,-0.55,0.63,0.61,1.04
6.122,0.03,-0.35,0.38,0.52
6.132,0.38,-0.71,-1.25,1.49
6.142,0.51,-0.72,0.55,1.04
6.152,0.38,-0.39,-0.04,0.54
6.162,-0.09,0.19,-0.61,0.65
6.172,0.15,0.52,0.41,0.68
6.182,0.18,0.67,0.06,0.70
6.192,0.24,0.02,-0.34,0.42
6.202,0.25,-0.28,-0.03,0.38
6.213,-0.37,-0.24,-0.07,0.45
6.222,-0.20,-0.21,-0.02,0.29
6.233,-0.40,0.24,0.44,0.64
6.243,-0.44,0.54,-0.04,0.70
6.253,-0.18,0.39,-0.34,0.55
6.263,0.24,-0.18,0.25,0.39
6.273,0.06,-0.31,-0.42,0.53
6.283,0.07,-0.43,-0.07,0.44
6.293,0.14,-0.39,0.04,0.42
6.303,0.06,0.13,-0.27,0.30
6.313,0.30,0.36,0.32,0.56
6.323,0.52,0.32,-0.21,0.64
6.333,0.12,0.03,-0.19,0.23
6.344,-0.12,-0.09,-0.08,0.17
6.353,-0.47,-0.03,0.18,0.51
6.364,-0.50,0.22,0.11,0.56
6.374,-0.51,0.31,0.12,0.61
6.384,-0.07,0.02,-0.31,0.32
6.394,0.18,-0.32,-0.01,0.37
6.404,0.25,-0.32,-0.17,0.44
6.414,0.10,-0.10,-0.14,0.20
6.424,0.14,-0.19,-0.01,0.24
6.434,0.05,0.08,-0.09,0.13
6.444,0.23,0.31,0.18,0.43
6.454,0.24,0.34,-0.27,0.50
6.464,-0.03,-0.05,-0.09,0.10
6.475,-0.13,-0.18,-0.07,0.23
6.485,-0.32,-0.21,0.14,0.41
6.495,-0.15,0.18,0.21,0.31
6.505,-0.33,0.54,0.02,0.64
