time,ax,ay,az,atotal
3.580,0.04,-0.21,-0.23,0.31
3.590,0.06,-0.41,-0.19,0.46
3.600,0.12,-0.25,-0.09,0.30
3.611,0.18,0.04,-0.03,0.19
3.621,0.29,0.33,0.07,0.45
3.631,0.42,0.31,0.00,0.52
3.641,0.27,0.07,-0.15,0.32
3.651,-0.02,-0.05,-0.17,0.18
3.661,-0.17,-0.12,-0.00,0.21
3.671,-0.33,0.11,0.32,0.47
3.681,-0.33,0.23,0.11,0.41
3.691,-0.19,0.26,-0.14,0.35
3.701,0.03,0.07,-0.08,0.11
3.711,0.16,-0.08,-0.17,0.25
3.721,0.14,-0.32,-0.02,0.35
3.732,0.18,-0.43,-0.20,0.50
3.742,0.06,-0.05,-0.08,0.11
3.752,0.37,0.29,0.11,0.49
3.762,0.36,0.43,0.00,0.56
3.772,0.24,0.20,-0.13,0.33
3.782,0.00,-0.12,-0.18,0.22
3.792,-0.31,-0.14,0.00,0.34
3.802,-0.21,0.08,0.25,0.34
3.812,-0.36,0.42,0.15,0.57
3.822,-0.06,0.24,-0.10,0.27
3.832,0.03,-0.07,-0.17,0.18
3.843,0.18,-0.29,-0.08,0.35
3.853,0.04,-0.16,-0.21,0.27
3.863,0.12,-0.18,-0.06,0.22
3.873,0.14,-0.13,-0.07,0.20
3.883,0.29,0.23,-0.04,0.37
3.893,0.39,0.33,0.17,0.54
3.903,0.39,0.30,-0.22,0.54
3.913,0.01,-0.11,-0.19,0.22
3.923,-0.24,-0.24,-0.02,0.34
3.933,-0.34,-0.07,0.41,0.53
3.943,-0.42,0.52,-0.02,0.66
3.954,-0.18,0.46,-0.02,0.49
3.963,0.13,-0.11,-0.25,0.30
3.974,0.07,-0.33,-0.11,0.35
3.984,0.15,-0.19,-0.23,0.33
3.994,0.08,-0.08,-0.10,0.15
4.004,0.29,-0.19,0.02,0.35
4.014,0.21,0.05,-0.14,0.26
4.024,0.35,0.29,0.17,0.49
4.034,0.27,0.25,-0.24,0.44
4.044,0.03,0.13,-0.13,0.19
4.054,-0.26,-0.02,0.13,0.29
4.064,-0.43,-0.05,0.21,0.48
4.075,-0.24,0.27,0.07,0.37
4.085,-0.14,0.46,-0.00,0.48
4.095,0.15,-0.11,-0.10,0.21
4.105,0.08,-0.34,-0.29,0.46
4.115,0.14,-0.34,0.02,0.36
4.125,0.00,-0.08,-0.18,0.20
4.135,0.08,0.03,-0.21,0.23
4.145,0.37,0.04,0.15,0.40
4.155,0.41,0.24,0.06,0.48
4.165,0.40,0.31,-0.32,0.60
4.175,0.01,0.14,0.00,0.14
4.185,-0.32,0.04,-0.05,0.32
4.196,-0.44,-0.06,0.30,0.54
4.206,-0.35,0.10,0.15,0.39
4.216,-0.15,0.41,-0.26,0.51
4.226,0.07,0.05,0.04,0.10
4.236,0.22,-0.43,-0.20,0.52
4.246,0.09,-0.32,-0.16,0.37
4.256,0.19,-0.09,-0.07,0.22
4.266,0.05,0.05,-0.05,0.08
4.276,0.32,0.06,-0.04,0.33
4.286,0.42,0.23,0.08,0.49
4.296,0.29,0.28,-0.10,0.42
4.306,0.03,0.18,-0.29,0.35
4.317,-0.26,-0.02,0.08,0.28
4.327,-0.25,-0.21,0.41,0.52
4.337,-0.42,0.22,-0.20,0.52
4.347,-0.16,0.46,-0.02,0.49
4.357,0.11,0.11,0.01,0.15
4.367,0.17,-0.45,-0.27,0.55
