time,ax,ay,az,atotal
4.417,0.25,0.12,-0.03,0.28
4.427,0.28,0.44,0.09,0.53
4.437,0.50,0.22,-0.02,0.54
4.448,0.23,-0.04,-0.23,0.33
4.458,-0.24,-0.06,-0.10,0.26
4.468,-0.12,-0.17,-0.05,0.21
4.478,-0.39,0.14,0.36,0.55
4.488,-0.34,0.29,0.12,0.46
4.498,-0.15,0.22,-0.25,0.37
4.508,-0.02,-0.02,-0.08,0.08
4.518,0.12,-0.20,-0.12,0.26
4.528,0.22,-0.45,-0.07,0.50
4.538,0.25,-0.38,-0.18,0.49
4.548,0.21,-0.05,0.03,0.22
4.559,0.26,0.33,0.04,0.43
4.568,0.45,0.50,-0.16,0.69
4.579,0.22,0.04,0.04,0.23
4.589,-0.20,-0.09,-0.24,0.33
4.599,-0.30,-0.11,0.08,0.33
4.609,-0.28,0.07,0.30,0.41
4.619,-0.30,0.29,-0.01,0.42
4.629,-0.10,0.12,-0.04,0.16
4.639,0.01,-0.14,-0.14,0.19
4.649,0.08,-0.22,-0.16,0.28
4.659,0.19,-0.20,-0.11,0.30
4.669,0.05,-0.25,-0.20,0.32
4.679,0.13,-0.15,-0.05,0.21
4.690,0.39,0.18,0.16,0.45
4.700,0.51,0.48,-0.14,0.72
4.710,0.19,0.20,-0.07,0.29
4.720,-0.02,-0.24,-0.17,0.30
4.730,-0.37,-0.21,0.10,0.44
4.740,-0.32,0.08,0.33,0.46
4.750,-0.36,0.51,0.07,0.62
4.760,-0.16,0.26,-0.13,0.34
4.770,-0.06,-0.21,-0.20,0.30
4.780,0.16,-0.39,-0.03,0.43
4.790,0.14,-0.21,-0.16,0.30
4.800,0.17,-0.11,-0.14,0.24
4.810,0.26,-0.18,0.01,0.32
4.821,0.28,0.08,0.06,0.30
4.831,0.36,0.27,-0.05,0.46
4.841,0.30,0.29,-0.17,0.45
4.851,-0.09,-0.05,-0.02,0.10
4.861,-0.29,-0.27,0.00,0.39
4.871,-0.36,-0.05,0.27,0.45
4.881,-0.32,0.55,0.03,0.63
4.891,-0.18,0.43,0.02,0.46
4.901,0.05,-0.23,-0.25,0.34
4.911,0.05,-0.43,-0.22,0.49
4.921,0.20,-0.37,0.02,0.42
4.932,0.09,-0.07,-0.21,0.24
4.942,0.17,-0.09,-0.04,0.19
4.952,0.38,0.08,0.10,0.40
4.962,0.46,0.19,-0.02,0.50
4.972,0.27,0.24,-0.31,0.48
4.982,-0.02,0.04,0.05,0.07
4.992,-0.31,-0.19,-0.05,0.37
5.002,-0.43,-0.02,0.30,0.52
5.012,-0.42,0.37,0.09,0.56
5.022,-0.19,0.47,-0.27,0.58
5.032,0.07,-0.15,0.04,0.17
5.043,0.04,-0.48,-0.30,0.57
5.053,0.16,-0.41,-0.10,0.45
5.063,0.24,-0.06,-0.09,0.26
5.073,0.19,0.10,-0.06,0.22
5.083,0.37,-0.03,0.09,0.38
5.093,0.41,0.14,-0.08,0.44
5.103,0.24,0.18,-0.18,0.35
5.113,-0.12,0.11,0.00,0.16
5.123,-0.27,-0.18,0.03,0.33
5.133,-0.33,-0.03,0.23,0.41
5.143,-0.47,0.36,0.25,0.64
5.154,-0.02,0.44,-0.39,0.59
5.164,0.11,-0.11,-0.09,0.18
5.174,0.16,-0.61,0.19,0.66
5.184,-0.05,-0.32,-0.59,0.67
5.194,0.18,-0.24,0.24,0.39
5.204,0.21,0.13,-0.36,0.43
5.214,0.24,0.16,0.26,0.38
5.224,0.54,0.03,-0.06,0.54
5.234,0.22,0.14,-0.26,0.37
5.244,-0.12,0.09,0.02,0.15
5.254,-0.28,-0.10,0.08,0.31
5.264,-0.41,-0.09,0.25,0.49
5.274,-0.47,0.44,-0.03,0.65
5.285,-0.13,0.29,-0.04,0.32
5.295,0.10,-0.08,-0.19,0.23
5.305,0.13,-0.44,-0.12,0.47
5.315,0.18,-0.43,-0.16,0.49
5.325,0.14,-0.13,-0.07,0.21
5.335,0.32,0.10,-0.08,0.35
5.345,0.44,0.24,0.16,0.53
5.355,0.45,0.08,-0.03,0.46
5.365,0.07,0.03,-0.33,0.34
5.375,-0.19,-0.07,0.06,0.21
5.385,-0.30,0.09,0.12,0.34
5.395,-0.41,0.09,0.28,0.50
5.406,-0.30,0.31,-0.05,0.43
5.416,-0.13,0.14,-0.25,0.32
5.426,0.20,-0.17,-0.07,0.27
5.436,0.09,-0.35,-0.08,0.37
5.446,0.14,-0.39,-0.22,0.47
5.456,0.00,-0.09,-0.13,0.16
5.466,0.38,0.18,0.06,0.42
5.476,0.39,0.34,0.12,0.53
5.486,0.39,0.04,-0.19,0.44
5.496,0.12,-0.03,-0.22,0.25
